Unnamed: 0,DBMS_NAME,TESTFILE_INDEX,TESTFILE_PATH,ORIGINAL_SUITE,TESTCASE_INDEX,SQL,CASE_TYPE,EXPECTED_RESULT,ACTUAL_RESULT,EXEC_TIME,DATE,IS_ERROR,ERROR_MSG,LOGS_INDEX,ERROR_REASON
37,postgresql,1890,duckdb_tests/sql/types/alias/test_alias_table.test,,37,"select name, current_alias from person order by current_alias",Query,"Tim	happy
Pedro	ok
Mark	sad
Diego	sad",False,101,23-09-11-10:25,True,"relation ""person"" does not exist
LINE 1: select name, current_alias from person order by current_alia...
                                        ^
",1143,CREATE
0,postgresql,2257,duckdb_tests/sql/join/left_outer/test_left_outer.test,,0,PRAGMA enable_verification,Statement,True,False,246,23-09-11-10:26,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA enable_verification
        ^
",1448,PRAGMA
1,postgresql,412,duckdb_tests/sql/cast/string_to_list_cast.test,,1,"SELECT '[12,13,14]'::INT[];",Query,"[12, 13, 14]",False,231,23-09-11-10:23,True,"malformed array literal: ""[12,13,14]""
LINE 1: SELECT '[12,13,14]'::INT[];
               ^
DETAIL:  Missing ""]"" after array dimensions.
",258,NESTDATA
25,postgresql,1226,duckdb_tests/sql/function/string/test_printf.test,,26,"INSERT INTO strings VALUES (3, NULL, 30, 'abcde')",Statement,True,False,124,23-09-11-10:24,True,"relation ""strings"" does not exist
LINE 1: INSERT INTO strings VALUES (3, NULL, 30, 'abcde')
                    ^
",734,STR
3,postgresql,1124,duckdb_tests/sql/function/generic/test_if_null.test,,3,"SELECT IFNULL(NULL, 'not NULL'), IFNULL('NULL', 'not NULL')",Query,not NULL	NULL,False,92,23-09-11-10:24,True,"function ifnull(unknown, unknown) does not exist
LINE 1: SELECT IFNULL(NULL, 'not NULL'), IFNULL('NULL', 'not NULL')
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",649,UTILF
17,postgresql,1040,duckdb_tests/sql/function/numeric/test_trigo.test,,17,SELECT cast(TAN(n::smallint)*1000 as bigint) FROM numbers ORDER BY n,Query,"NULL
-2291
-1557
0
1557
2291",False,77,23-09-11-10:24,True,"relation ""numbers"" does not exist
LINE 1: SELECT cast(TAN(n::smallint)*1000 as bigint) FROM numbers OR...
                                                          ^
",560,NUM
15,postgresql,1951,duckdb_tests/sql/types/time/time_try_cast.test,,15,select try_cast('23:59:59.999999' as time),Query,23:59:59.999999,False,75,23-09-11-10:25,True,"syntax error at or near ""as""
LINE 1: select try_cast('23:59:59.999999' as time)
                                          ^
",1189,TRYCAST
16,postgresql,25,duckdb_tests/issues/general/test_2416.test,,16,"EXECUTE v3([1, 2, 3])",Query,3,False,75,23-09-11-10:22,True,"syntax error at or near ""[""
LINE 1: EXECUTE v3([1, 2, 3])
                   ^
",15,NESTDATA
3,postgresql,154,duckdb_tests/issues/monetdb/test_simple_round.test,,3,"select round(col1, -1) from test;",Query,0,False,104,23-09-11-10:22,True,"relation ""test"" does not exist
LINE 1: select round(col1, -1) from test;
                                    ^
",126,NUM
138,postgresql,1745,duckdb_tests/sql/types/list/list_comparison.test,,138,"SELECT [{'x': 'duck', 'y': 1}] <> [{'x': 'duck', 'y': 1}]",Query,False,False,83,23-09-11-10:24,True,"syntax error at or near ""[""
LINE 1: SELECT [{'x': 'duck', 'y': 1}] <> [{'x': 'duck', 'y': 1}]
               ^
",978,NESTDATA
1,postgresql,2380,duckdb_tests/optimizer/statistics/statistics_coalesce.test,,1,PRAGMA explain_output = OPTIMIZED_ONLY,Statement,True,False,148,23-09-11-10:26,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA explain_output = OPTIMIZED_ONLY
        ^
",1530,PRAGMA
11,postgresql,1129,duckdb_tests/sql/function/generic/test_stats.test,,11,SELECT STATS(i*2) FROM integers LIMIT 1;,Query,<REGEX>:.*2.*6.*,False,107,23-09-11-10:24,True,"function stats(integer) does not exist
LINE 1: SELECT STATS(i*2) FROM integers LIMIT 1;
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",655,STRING
14,postgresql,1790,duckdb_tests/sql/types/nested/list/test_nested_list.test,,14,"SELECT g, LIST(e) l1, LIST(e) l2 from list_data GROUP BY g ORDER BY g",Query,"1	[1, 2]	[1, 2]
2	[3, 4, 5]	[3, 4, 5]
3	[6]	[6]
5	[NULL]	[NULL]",False,84,23-09-11-10:25,True,"function list(integer) does not exist
LINE 1: SELECT g, LIST(e) l1, LIST(e) l2 from list_data GROUP BY g O...
                  ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
",1061,NESTF
12,postgresql,1144,duckdb_tests/sql/function/timestamp/age.test,,16,"SELECT AGE(TIMESTAMP '2001-04-10', t2) FROM timestamp;",Query,"43 years 9 months 27 days
-13 years -7 days
-12 years -8 months -21 days
-18 years -2 months -1 days
-18 years -2 months -1 days
NULL
NULL","NULL
NULL
-4641 days, 0:00:00
-4752 days, 0:00:00
-6631 days, 0:00:00
-6631 days, 0:00:00
15992 days, 0:00:00",242,23-09-11-10:24,True,Result MisMatch,663,INTERVAL
0,postgresql,982,duckdb_tests/sql/pivot/test_unpivot.test,,0,PRAGMA enable_verification,Statement,True,False,298,23-09-11-10:24,True,"syntax error at or near ""PRAGMA""
LINE 1: PRAGMA enable_verification
        ^
",547,PRAGMA
3,postgresql,936,duckdb_tests/sql/aggregate/aggregates/test_string_agg_big.test,,3,"SELECT COUNT(*) FROM (SELECT g, STRING_AGG(x,',') FROM strings GROUP BY g) t1",Query,100,False,130,23-09-11-10:23,True,"relation ""strings"" does not exist
LINE 1: ...T COUNT(*) FROM (SELECT g, STRING_AGG(x,',') FROM strings GR...
                                                             ^
",503,NESTF
47,postgresql,2151,duckdb_tests/sql/prepared/prepare_default_varchar.test,,51,"EXECUTE v13(1=0, 'hello', 'world')",Query,world,False,79,23-09-11-10:25,True,"prepared statement ""v13"" does not exist
",1376,PREPARE
3,postgresql,721,duckdb_tests/sql/binder/test_implicit_struct_pack.test,,3,select test from main.test,Query,,False,111,23-09-11-10:23,True,"relation ""main.test"" does not exist
LINE 1: select test from main.test
                         ^
",312,NESTF
4,postgresql,735,duckdb_tests/sql/parser/test_columns_lists.test,,4,SELECT COLUMNS(x -> x <> 'i') FROM integers,Query,"84
14",False,136,23-09-11-10:23,True,"column ""x"" does not exist
LINE 1: SELECT COLUMNS(x -> x <> 'i') FROM integers
                       ^
",341,NESTF
5,postgresql,1531,duckdb_tests/sql/generated_columns/virtual/group_by.test,,5,"SELECT sql FROM sqlite_master WHERE name = 'tbl' and contains(sql, 'GENERATED');",Query,"CREATE TABLE tbl(foo INTEGER, bar INTEGER GENERATED ALWAYS AS(CAST((foo + 1) AS INTEGER)), foobar INTEGER);",False,126,23-09-11-10:24,True,"relation ""sqlite_master"" does not exist
LINE 1: SELECT sql FROM sqlite_master WHERE name = 'tbl' and contain...
                        ^
",851,MISF
142,postgresql,1839,duckdb_tests/sql/types/struct/struct_comparison.test,,142,"SELECT NULL <> {'x': 1, 'y': ['duck', 'somateria']}",Query,,False,96,23-09-11-10:25,True,"syntax error at or near ""{""
LINE 1: SELECT NULL <> {'x': 1, 'y': ['duck', 'somateria']}
                       ^
",1085,NESTF
