Unnamed: 0,DBMS_NAME,TESTFILE_INDEX,TESTFILE_PATH,ORIGINAL_SUITE,TESTCASE_INDEX,SQL,CASE_TYPE,EXPECTED_RESULT,ACTUAL_RESULT,EXEC_TIME,DATE,IS_ERROR,ERROR_MSG,LOGS_INDEX,ERROR_REASON
86,psql,65,postgresql_tests/regress/sql/create_index.sql,,86,"EXPLAIN (COSTS OFF)
SELECT count(*) FROM point_tbl p WHERE p.f1 >> '(0.0, 0.0)'",Query,"Aggregate
->  Index Only Scan using gpointind on point_tbl p
Index Cond: (f1 >> '(0,0)'::point)","ERROR:  relation ""point_tbl"" does not exist
LINE 2: SELECT count(*) FROM point_tbl p WHERE p.f1 >> '(0.0, 0.0)';
                             ^",377262,23-09-16-11:02,True,Result MisMatch,78,17
23,psql,66,postgresql_tests/regress/sql/create_index_spgist.sql,,23,"SELECT count(*) FROM quad_point_tbl WHERE p ~= '(4585, 365)'",Query,1,"ERROR:  relation ""quad_point_tbl"" does not exist
LINE 1: SELECT count(*) FROM quad_point_tbl WHERE p ~= '(4585, 365)'...
                             ^",231572,23-09-16-11:02,True,Result MisMatch,94,17
209,psql,192,postgresql_tests/regress/sql/rowtypes.sql,,209,select row_to_json(tt3::tt2::tt1) from tt3,Query,"{""q1"":33,""q2"":44}","ERROR:  relation ""tt3"" does not exist
LINE 1: select row_to_json(tt3::tt2::tt1) from tt3;
                                               ^",502195,23-09-16-11:03,True,Result MisMatch,699,17
301,psql,35,postgresql_tests/regress/sql/timestamptz.sql,,301,SELECT '2014-10-25 21:59:59 UTC'::timestamptz,Query,Sun Oct 26 01:59:59 2014 MSK,2014-10-26 01:59:59+04,478331,23-09-16-11:02,True,Result MisMatch,30,15
47,psql,40,postgresql_tests/regress/sql/multirangetypes.sql,,47,select textmultirange(),Query,{},"ERROR:  function textmultirange() does not exist
LINE 1: select textmultirange();
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.",365894,23-09-16-11:02,True,Result MisMatch,33,17
210,psql,42,postgresql_tests/regress/sql/horology.sql,,210,"SELECT to_timestamp('2005300', 'YYYYDDD')",Query,Thu Oct 27 00:00:00 2005 PDT,2005-10-27 00:00:00+08,661191,23-09-16-11:02,True,Result MisMatch,54,15
162,psql,65,postgresql_tests/regress/sql/create_index.sql,,162,SELECT * FROM array_index_op_test WHERE i && '{32}' AND t @> '{AAAAAAA80240}' ORDER BY seqno,Query,"100	{85,32,57,39,49,84,32,3,30}	{AAAAAAA80240,AAAAAAAAAAAAAAAA1729,AAAAA60038,AAAAAAAAAAA92631,AAAAAAAA9523}",,468572,23-09-16-11:02,True,Result MisMatch,83,3
26,psql,193,postgresql_tests/regress/sql/returning.sql,,26,SELECT * FROM foo,Query,2	more	42	141,"1	test	42	141
2	more	42	141
123	child	999	1098",741943,23-09-16-11:03,True,Result MisMatch,701,17
33,psql,7,postgresql_tests/regress/sql/int2.sql,,33,"SELECT i.f1, i.f1 - int4 '2' AS x FROM INT2_TBL i",Query,"0	-2
1234	1232
-1234	-1236
32767	32765
-32767	-32769","ERROR:  relation ""int2_tbl"" does not exist
LINE 1: SELECT i.f1, i.f1 - int4 '2' AS x FROM INT2_TBL i;
                                               ^",162152,23-09-16-11:02,True,Result MisMatch,5,17
288,psql,164,postgresql_tests/regress/sql/tsearch.sql,,288,SELECT COUNT(*) FROM test_tsquery WHERE keyword >  'new <-> york',Query,3,0,509338,23-09-16-11:03,True,Result MisMatch,548,3
52,psql,63,postgresql_tests/regress/sql/create_type.sql,,52,"SELECT format_type(atttypid,atttypmod) FROM pg_attribute
WHERE attrelid = 'mytab'::regclass AND attnum > 0",Query,"widget(42,13)","ERROR:  relation ""mytab"" does not exist
LINE 2: WHERE attrelid = 'mytab'::regclass AND attnum > 0;
                         ^",536683,23-09-16-11:02,True,Result MisMatch,74,14
3,psql,98,postgresql_tests/regress/sql/random.sql,,3,"INSERT INTO RANDOM_TBL (random)
  SELECT count(*)
  FROM onek WHERE random() < 1.0/10",Statement,,False,951320,23-09-16-11:02,True,"ERROR:  relation ""random_tbl"" does not exist
LINE 1: INSERT INTO RANDOM_TBL (random)
                    ^",262,17
49,psql,187,postgresql_tests/regress/sql/conversion.sql,,49,"select description, inbytes, (test_conv(inbytes, 'iso8859-5', 'iso8859-5')).* from iso8859_5_inputs",Query,"valid, pure ASCII	\x666f6f	\x666f6f		
valid	\xe4dede	\xe4dede		
invalid, NUL byte	\x00	\x	\x00	invalid byte sequence for encoding ""ISO_8859_5"": 0x00
invalid, NUL byte	\xe400dede	\xe4	\x00dede	invalid byte sequence for encoding ""ISO_8859_5"": 0x00
invalid, NUL byte	\xe4dede00	\xe4dede	\x00	invalid byte sequence for encoding ""ISO_8859_5"": 0x00","ERROR:  function test_enc_conversion(bytea, text, text, boolean) does not exist
LINE 1: select *                       from test_enc_conversion(inpu...
                                            ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.
QUERY:  select *                       from test_enc_conversion(input, src_encoding, dst_encoding, true)
CONTEXT:  PL/pgSQL function test_conv(bytea,text,text) line 11 at SQL statement",8374,23-09-16-11:03,True,Result MisMatch,649,14
183,psql,66,postgresql_tests/regress/sql/create_index_spgist.sql,,183,"EXPLAIN (COSTS OFF)
SELECT count(*) FROM radix_text_tbl WHERE t =    'Aztec                         Ct  '",Query,"Aggregate
->  Bitmap Heap Scan on radix_text_tbl
Recheck Cond: (t = 'Aztec                         Ct  '::text)
->  Bitmap Index Scan on sp_radix_ind
Index Cond: (t = 'Aztec                         Ct  '::text)","ERROR:  relation ""radix_text_tbl"" does not exist
LINE 2: SELECT count(*) FROM radix_text_tbl WHERE t =    'Aztec     ...
                             ^",420053,23-09-16-11:02,True,Result MisMatch,98,17
40,psql,92,postgresql_tests/regress/sql/subselect.sql,,40,"select count(*) from
  (select 1 from tenk1 a
   where unique1 IN (select hundred from tenk1 b)) ss",Query,100,"ERROR:  relation ""tenk1"" does not exist
LINE 2:   (select 1 from tenk1 a
                         ^",593154,23-09-16-11:02,True,Result MisMatch,214,17
256,psql,111,postgresql_tests/regress/sql/privileges.sql,,256,GRANT SELECT (two) ON atest5 TO regress_priv_user4,Statement,,False,235098,23-09-16-11:02,True,"ERROR:  relation ""atest5"" does not exist",327,23
31,psql,93,postgresql_tests/regress/sql/union.sql,,31,SELECT q1 FROM int8_tbl EXCEPT SELECT q2 FROM int8_tbl ORDER BY 1,Query,,"ERROR:  relation ""int8_tbl"" does not exist
LINE 1: SELECT q1 FROM int8_tbl EXCEPT SELECT q2 FROM int8_tbl ORDER...
                       ^",64425,23-09-16-11:02,True,Result MisMatch,226,17
354,psql,80,postgresql_tests/regress/sql/updatable_views.sql,,354,"GRANT SELECT, UPDATE ON rw_view2 TO regress_view_user3",Statement,,False,988444,23-09-16-11:02,True,"ERROR:  relation ""rw_view2"" does not exist",181,17
149,psql,42,postgresql_tests/regress/sql/horology.sql,,149,SELECT '4714-11-24 BC'::date::timestamptz,Query,Mon Nov 24 00:00:00 4714 PST BC,ERROR:  date out of range for timestamp,587780,23-09-16-11:02,True,Result MisMatch,46,15
262,psql,135,postgresql_tests/regress/sql/merge.sql,,262,"CREATE TABLE sq_source (delta integer, sid integer, balance integer DEFAULT 0)
  WITH (autovacuum_enabled=off)",Statement,,False,950856,23-09-16-11:03,True,"ERROR:  permission denied for schema public
LINE 1: CREATE TABLE sq_source (delta integer, sid integer, balance ...
                     ^",436,23
6,psql,173,postgresql_tests/regress/sql/json.sql,,6,"SELECT '""\v""'::json;			
",Query,"LINE 1: SELECT '""\v""'::json;
               ^
DETAIL:  Escape sequence ""\v"" is invalid.
CONTEXT:  JSON data, line 1: ""\v...
-- see json_encoding test for input with unicode escapes","ERROR:  invalid input syntax for type json
LINE 1: SELECT '""\v""'::json;
               ^
DETAIL:  Escape sequence ""\v"" is invalid.
CONTEXT:  JSON data, line 1: ""\v...",603584,23-09-16-11:03,True,Result MisMatch,595,9
54,psql,180,postgresql_tests/regress/sql/limit.sql,,54,select currval('testseq'),Query,10,"ERROR:  currval of sequence ""testseq"" is not yet defined in this session",702595,23-09-16-11:03,True,Result MisMatch,616,17
239,psql,80,postgresql_tests/regress/sql/updatable_views.sql,,239,DROP TABLE base_tbl CASCADE,Query,"NOTICE:  drop cascades to 2 other objects
DETAIL:  drop cascades to view rw_view1
drop cascades to view rw_view2","ERROR:  table ""base_tbl"" does not exist",845624,23-09-16-11:02,True,Result MisMatch,158,17
458,psql,95,postgresql_tests/regress/sql/join.sql,,458,"select * from
  int8_tbl x left join (select q1,coalesce(q2,0) q2 from int8_tbl) y on x.q2 = y.q1,
  lateral (values(x.q1,y.q1,y.q2)) v(xq1,yq1,yq2)",Query,"123	456			123		
123	4567890123456789	4567890123456789	-4567890123456789	123	4567890123456789	-4567890123456789
123	4567890123456789	4567890123456789	4567890123456789	123	4567890123456789	4567890123456789
123	4567890123456789	4567890123456789	123	123	4567890123456789	123
4567890123456789	123	123	4567890123456789	4567890123456789	123	4567890123456789
4567890123456789	123	123	456	4567890123456789	123	456
4567890123456789	4567890123456789	4567890123456789	-4567890123456789	4567890123456789	4567890123456789	-4567890123456789
4567890123456789	4567890123456789	4567890123456789	4567890123456789	4567890123456789	4567890123456789	4567890123456789
4567890123456789	4567890123456789	4567890123456789	123	4567890123456789	4567890123456789	123
4567890123456789	-4567890123456789			4567890123456789		","ERROR:  relation ""int8_tbl"" does not exist
LINE 2:   int8_tbl x left join (select q1,coalesce(q2,0) q2 from int...
          ^",467561,23-09-16-11:02,True,Result MisMatch,248,17
169,psql,100,postgresql_tests/regress/sql/arrays.sql,,169,SELECT * FROM array_op_test WHERE i && '{32}' ORDER BY seqno,Query,"6	{39,35,5,94,17,92,60,32}	{AAAAAAAAAAAAAAA35875,AAAAAAAAAAAAAAAA23657}
74	{32}	{AAAAAAAAAAAAAAAA1729,AAAAAAAAAAAAA22860,AAAAAA99807,AAAAA17383,AAAAAAAAAAAAAAA67062,AAAAAAAAAAA15165,AAAAAAAAAAA50956}
77	{97,15,32,17,55,59,18,37,50,39}	{AAAAAAAAAAAA67946,AAAAAA54032,AAAAAAAA81587,55847,AAAAAAAAAAAAAA28620,AAAAAAAAAAAAAAAAA43052,AAAAAA75463,AAAA49534,AAAAAAAA44066}
89	{40,32,17,6,30,88}	{AA44673,AAAAAAAAAAA6119,AAAAAAAAAAAAAAAA23657,AAAAAAAAAAAAAAAAAA47955,AAAAAAAAAAAAAAAA33598,AAAAAAAAAAA33576,AA44673}
98	{38,34,32,89}	{AAAAAAAAAAAAAAAAAA71621,AAAA8857,AAAAAAAAAAAAAAAAAAA65037,AAAAAAAAAAAAAAAA31334,AAAAAAAAAA48845}
100	{85,32,57,39,49,84,32,3,30}	{AAAAAAA80240,AAAAAAAAAAAAAAAA1729,AAAAA60038,AAAAAAAAAAA92631,AAAAAAAA9523}",,99967,23-09-16-11:02,True,Result MisMatch,279,3
315,psql,95,postgresql_tests/regress/sql/join.sql,,315,"drop function mki8(bigint, bigint)",Statement,,False,296398,23-09-16-11:02,True,"ERROR:  function mki8(bigint, bigint) does not exist",242,17
143,psql,151,postgresql_tests/regress/sql/select_parallel.sql,,143,select avg(unique1::int8) from tenk1,Query,4999.5000000000000000,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",540068,23-09-16-11:03,True,Result MisMatch,482,17
27,psql,136,postgresql_tests/regress/sql/misc_functions.sql,,27,SELECT test_canonicalize_path('/./abc/def/'),Query,/abc/def,"ERROR:  function test_canonicalize_path(unknown) does not exist
LINE 1: SELECT test_canonicalize_path('/./abc/def/');
               ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.",450942,23-09-16-11:03,True,Result MisMatch,464,14
30,psql,40,postgresql_tests/regress/sql/multirangetypes.sql,,30,"select '{((,z)}'::textmultirange",Query,"{(""("",z)}","ERROR:  type ""textmultirange"" does not exist
LINE 1: select '{((,z)}'::textmultirange;
                          ^",345920,23-09-16-11:02,True,Result MisMatch,33,17
10,psql,147,postgresql_tests/regress/sql/psql_crosstab.sql,,10,"SELECT * FROM ctv_data \crosstabview
DROP TABLE ctv_data",Query,DROP TABLE ctv_data;,"\crosstabview: query result contains multiple data values for row ""1"", column ""10""",155152,23-09-16-11:03,True,Result MisMatch,476,9
301,psql,164,postgresql_tests/regress/sql/tsearch.sql,,301,"SELECT ts_rewrite('bar & qq & foo & (new <-> york)', 'SELECT keyword, sample FROM test_tsquery'::text )",Query,'citi' & 'foo' & ( 'bar'	'qq' ) & ( 'nyc'	'big' <-> 'appl'	'new' <-> 'york' ),'foo' & 'bar' & 'qq' & 'new' <-> 'york',524819,23-09-16-11:03,True,Result MisMatch,550,3
202,psql,135,postgresql_tests/regress/sql/merge.sql,,202,CREATE TRIGGER merge_bru BEFORE UPDATE ON target FOR EACH ROW EXECUTE PROCEDURE merge_trigfunc (),Statement,,False,871766,23-09-16-11:03,True,ERROR:  function merge_trigfunc() does not exist,423,23
128,psql,66,postgresql_tests/regress/sql/create_index_spgist.sql,,128,"EXPLAIN (COSTS OFF)
SELECT count(*) FROM radix_text_tbl WHERE t ^@	 'Worth'",Query,"Aggregate
->  Index Only Scan using sp_radix_ind on radix_text_tbl
Index Cond: (t ^@ 'Worth'::text)","ERROR:  relation ""radix_text_tbl"" does not exist
LINE 2: SELECT count(*) FROM radix_text_tbl WHERE t ^@  'Worth';
                             ^",355300,23-09-16-11:02,True,Result MisMatch,97,17
23,psql,99,postgresql_tests/regress/sql/portals.sql,,23,DECLARE foo23 SCROLL CURSOR FOR SELECT * FROM tenk1 ORDER BY unique2,Statement,,False,214607,23-09-16-11:02,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",263,17
17,psql,75,postgresql_tests/regress/sql/select.sql,,17,"SELECT p.name, p.age FROM person* p",Query,"mike	40
joe	20
sally	34
sandra	19
alex	30
sue	50
denise	24
sarah	88
teresa	38
nan	28
leah	68
wendy	78
melissa	28
joan	18
mary	8
jane	58
liza	38
jean	28
jenifer	38
juanita	58
susan	78
zena	98
martie	88
chris	78
pat	18
zola	58
louise	98
edna	18
bertha	88
sumi	38
koko	88
gina	18
rean	48
sharon	78
paula	68
julie	68
belinda	38
karen	48
carina	58
diane	18
esther	98
trudy	88
fanny	8
carmen	78
lita	25
pamela	48
sandy	38
trisha	88
uma	78
velma	68
sharon	25
sam	30
bill	20
fred	28
larry	60
jeff	23
cim	30
linda	19","ERROR:  relation ""person"" does not exist
LINE 1: SELECT p.name, p.age FROM person* p;
                                  ^",470861,23-09-16-11:02,True,Result MisMatch,132,17
33,psql,157,postgresql_tests/regress/sql/portals_p2.sql,,33,CLOSE foo19,Statement,,False,36084,23-09-16-11:03,True,"ERROR:  current transaction is aborted, commands ignored until end of transaction block",498,17
124,psql,167,postgresql_tests/regress/sql/window.sql,,124,SELECT * FROM unbounded_syntax_test1b(2),Query,"7	4	0
13	2	2
22	1	1
26	6	2
29	9	1
31	8	0
32	5	1
23	3	3
15	7	3
10	0	0","ERROR:  function unbounded_syntax_test1b(integer) does not exist
LINE 1: SELECT * FROM unbounded_syntax_test1b(2);
                      ^
HINT:  No function matches the given name and argument types. You might need to add explicit type casts.",761435,23-09-16-11:03,True,Result MisMatch,580,17
618,psql,111,postgresql_tests/regress/sql/privileges.sql,,618,GRANT SELECT ON atest4 TO regress_priv_user3,Statement,,False,675054,23-09-16-11:02,True,"ERROR:  relation ""atest4"" does not exist",368,23
24,psql,167,postgresql_tests/regress/sql/window.sql,,24,"SELECT lead(ten * 2, 1, -1) OVER (PARTITION BY four ORDER BY ten), ten, four FROM tenk1 WHERE unique2 < 10",Query,"0	0	0
8	0	0
-1	4	0
2	1	1
14	1	1
18	7	1
-1	9	1
-1	0	2
6	1	3
-1	3	3","ERROR:  relation ""tenk1"" does not exist
LINE 1: ... (PARTITION BY four ORDER BY ten), ten, four FROM tenk1 WHER...
                                                             ^",643227,23-09-16-11:03,True,Result MisMatch,579,17
